http://209.121.164.50:31147,http://209.121.164.50:31147,1,0
http://64.23.131.209:8080,http://64.23.131.209:8080,1,1
http://34.154.161.152:80,http://34.154.161.152:80,1,1
http://5.161.58.226:3128,http://5.161.58.226:3128,1,1
http://5.161.97.253:3128,http://5.161.97.253:3128,1,1
http://5.161.215.12:3128,http://5.161.215.12:3128,1,1
http://5.161.178.205:3128,http://5.161.178.205:3128,1,1
http://51.159.0.236:2020,http://51.159.0.236:2020,1,1
http://5.161.206.125:3128,http://5.161.206.125:3128,1,1
http://167.114.107.37:80,http://167.114.107.37:80,1,1
http://5.161.191.226:3128,http://5.161.191.226:3128,1,1
http://20.44.189.184:3129,http://20.44.189.184:3129,1,1
http://35.243.227.100:80,http://35.243.227.100:80,1,1
http://168.119.117.125:80,http://168.119.117.125:80,1,1
http://20.219.180.149:3129,http://20.219.180.149:3129,1,1
http://134.19.254.2:21231,http://134.19.254.2:21231,1,0
http://45.87.68.8:15321,http://45.87.68.8:15321,1,1
http://45.87.68.18:15321,http://45.87.68.18:15321,1,1
http://49.13.117.90:8000,http://49.13.117.90:8000,1,1
http://200.174.198.95:8888,http://200.174.198.95:8888,1,1
http://191.96.100.33:3128,http://191.96.100.33:3128,1,1
http://94.141.81.176:3128,http://94.141.81.176:3128,1,0
http://52.236.146.49:3128,http://52.236.146.49:3128,1,1
http://143.198.78.68:3128,http://143.198.78.68:3128,1,1
http://185.132.134.41:3128,http://185.132.134.41:3128,1,0
http://20.204.212.76:3129,http://20.204.212.76:3129,1,1
http://62.210.114.201:8080,http://62.210.114.201:8080,1,1
http://94.241.173.37:8080,http://94.241.173.37:8080,1,1
http://116.203.136.67:1081,http://116.203.136.67:1081,1,0
http://138.201.51.183:9099,http://138.201.51.183:9099,1,1
http://5.161.82.64:5654,http://5.161.82.64:5654,1,1
http://46.4.108.72:5235,http://46.4.108.72:5235,1,1
http://195.201.42.194:6699,http://195.201.42.194:6699,1,1
http://37.235.25.75:3128,http://37.235.25.75:3128,1,1
http://85.95.173.73:3154,http://85.95.173.73:3154,1,1
http://88.99.171.90:7003,http://88.99.171.90:7003,1,1
http://103.166.141.74:20074,http://103.166.141.74:20074,1,1
http://185.217.136.67:1337,http://185.217.136.67:1337,1,1
http://45.56.84.254:55123,http://45.56.84.254:55123,1,1
http://185.164.163.135:8118,http://185.164.163.135:8118,1,1
http://37.120.192.154:8080,http://37.120.192.154:8080,1,1
http://8.219.97.248:80,http://8.219.97.248:80,1,0
http://147.182.163.223:3128,http://147.182.163.223:3128,1,1
http://117.250.3.58:8080,http://117.250.3.58:8080,1,1
http://115.96.208.124:8080,http://115.96.208.124:8080,1,0
http://116.203.131.14:4142,http://116.203.131.14:4142,1,1
http://110.77.171.112:8080,http://110.77.171.112:8080,1,0
http://45.87.68.7:15321,http://45.87.68.7:15321,1,0
http://79.22.193.249:3128,http://79.22.193.249:3128,1,1
http://103.35.189.217:3128,http://103.35.189.217:3128,1,1
http://147.75.92.248:10015,http://147.75.92.248:10015,1,1
http://119.207.95.158:8080,http://119.207.95.158:8080,1,0
http://44.213.196.246:8080,http://44.213.196.246:8080,1,0
http://3.112.231.105:3128,http://3.112.231.105:3128,1,1
http://14.233.210.11:4001,http://14.233.210.11:4001,1,0
http://94.131.107.45:3128,http://94.131.107.45:3128,1,0
http://107.172.86.101:8080,http://107.172.86.101:8080,1,1
http://20.33.5.27:8888,http://20.33.5.27:8888,1,1
http://45.87.68.4:15321,http://45.87.68.4:15321,1,0
http://45.87.68.6:15321,http://45.87.68.6:15321,1,0
http://94.23.204.27:3128,http://94.23.204.27:3128,1,0
http://193.107.104.57:3128,http://193.107.104.57:3128,1,1
http://45.87.68.9:15321,http://45.87.68.9:15321,1,1
http://5.196.111.30:20060,http://5.196.111.30:20060,1,1
http://86.57.133.127:3128,http://86.57.133.127:3128,1,0
http://104.248.147.96:8888,http://104.248.147.96:8888,1,1
http://185.191.236.162:3128,http://185.191.236.162:3128,1,1
http://159.89.182.147:80,http://159.89.182.147:80,1,1
http://162.243.149.86:31028,http://162.243.149.86:31028,1,1
http://47.243.205.1:3128,http://47.243.205.1:3128,1,1
http://176.57.69.131:5903,http://176.57.69.131:5903,1,1
http://144.126.141.115:1010,http://144.126.141.115:1010,1,1
http://79.137.205.64:10000,http://79.137.205.64:10000,1,1
http://142.93.213.200:3128,http://142.93.213.200:3128,1,1
http://195.35.29.39:80,http://195.35.29.39:80,1,1
http://96.92.64.213:3128,http://96.92.64.213:3128,1,1
http://124.156.219.100:80,http://124.156.219.100:80,1,1
http://167.86.115.218:8888,http://167.86.115.218:8888,1,1
http://178.128.113.118:23128,http://178.128.113.118:23128,1,0
http://148.0.12.237:8080,http://148.0.12.237:8080,1,1
http://142.93.217.205:3128,http://142.93.217.205:3128,1,1
http://94.131.106.196:3128,http://94.131.106.196:3128,1,1
http://45.87.68.3:15321,http://45.87.68.3:15321,1,1
http://27.111.83.207:8080,http://27.111.83.207:8080,1,0
http://189.240.60.171:9090,http://189.240.60.171:9090,1,1
http://189.240.60.164:9090,http://189.240.60.164:9090,1,0
http://45.22.209.157:8888,http://45.22.209.157:8888,1,0
http://20.219.176.57:3129,http://20.219.176.57:3129,1,0
http://20.204.190.254:3129,http://20.204.190.254:3129,1,1
http://20.219.182.59:3129,http://20.219.182.59:3129,1,0
http://20.219.180.105:3129,http://20.219.180.105:3129,1,1
http://129.21.49.108:3128,http://129.21.49.108:3128,1,0
http://192.142.22.159:8118,http://192.142.22.159:8118,1,1
http://178.73.192.7:3128,http://178.73.192.7:3128,1,0
http://103.113.71.230:3128,http://103.113.71.230:3128,1,1
http://43.156.47.167:80,http://43.156.47.167:80,1,0
http://189.240.60.169:9090,http://189.240.60.169:9090,1,0
http://189.240.60.168:9090,http://189.240.60.168:9090,1,0
http://189.240.60.166:9090,http://189.240.60.166:9090,1,0
http://189.240.60.163:9090,http://189.240.60.163:9090,1,1
http://159.65.184.81:80,http://159.65.184.81:80,1,1
http://45.87.68.5:15321,http://45.87.68.5:15321,1,0
http://45.87.68.2:15321,http://45.87.68.2:15321,1,0
http://89.248.204.178:3128,http://89.248.204.178:3128,1,1
http://188.166.197.129:3128,http://188.166.197.129:3128,1,1
http://74.207.235.213:1221,http://74.207.235.213:1221,1,0
http://116.106.0.128:1012,http://116.106.0.128:1012,1,1
http://77.21.78.44:8118,http://77.21.78.44:8118,1,1
http://45.87.68.17:15321,http://45.87.68.17:15321,1,0
http://152.67.0.109:80,http://152.67.0.109:80,1,1
http://27.111.83.204:8080,http://27.111.83.204:8080,1,1
http://142.93.213.211:3128,http://142.93.213.211:3128,1,1
http://167.71.110.174:8118,http://167.71.110.174:8118,1,0
http://20.44.188.17:3129,http://20.44.188.17:3129,1,1
http://20.219.183.188:3129,http://20.219.183.188:3129,1,1
http://172.234.87.103:8000,http://172.234.87.103:8000,1,1
http://158.101.113.18:80,http://158.101.113.18:80,1,1
http://167.235.185.47:6969,http://167.235.185.47:6969,1,1
http://94.103.90.127:8080,http://94.103.90.127:8080,1,1
http://212.41.18.12:3128,http://212.41.18.12:3128,1,1
http://109.24.132.215:3131,http://109.24.132.215:3131,1,0
http://95.165.65.140:3128,http://95.165.65.140:3128,1,0
http://164.92.92.80:3128,http://164.92.92.80:3128,1,1
http://194.113.176.40:443,http://194.113.176.40:443,1,1
http://46.105.61.211:56551,http://46.105.61.211:56551,1,1
http://90.188.38.80:3128,http://90.188.38.80:3128,1,1
http://158.69.185.37:3129,http://158.69.185.37:3129,1,1
http://116.102.19.179:4004,http://116.102.19.179:4004,1,0
http://41.111.187.214:80,http://41.111.187.214:80,1,1
